event_id,begin_time_utc,begin_lat,begin_lon,cape,cin,temp_2m,dewpoint_2m,surface_pressure,tcwv,shear_0_1km,shear_0_3km,ef_category,ef_binary,tor_f_scale_raw,cz_timezone,begin_date_time_raw
1035596,2022-03-30T22:00:00+00:00,32.2821,-90.2274,627.71875,,294.642822265625,290.5166015625,98678.5,38.45363235473633,21.579336778171733,28.358783035804702,1.0,0,EF1,CST-6,30-MAR-22 15:41:00
1035597,2022-03-30T22:00:00+00:00,33.351,-89.8066,128.75,185.1563262939453,293.462158203125,289.9365234375,98612.5,39.78371047973633,21.861062675734416,26.230682862656998,1.0,0,EF1,CST-6,30-MAR-22 15:52:00
1035603,2022-03-31T01:00:00+00:00,31.2645,-89.4659,414.875,75.84381866455078,294.860595703125,291.9450988769531,99096.4375,49.068016052246094,23.481785965531174,26.37364287997168,1.0,0,EF1,CST-6,30-MAR-22 18:44:00
1035765,2022-03-31T01:00:00+00:00,30.9197,-89.2525,228.78125,106.87506866455078,295.847900390625,291.9822082519531,99419.4375,46.434226989746094,22.934687261486495,25.937641207406692,2.0,1,EF2,CST-6,30-MAR-22 19:11:00
1035766,2022-03-31T01:00:00+00:00,32.225,-88.705,25.21875,,295.388916015625,291.0378723144531,98730.4375,43.423484802246094,22.505131658524274,32.789624585819496,1.0,0,EF1,CST-6,30-MAR-22 19:07:00
1018280,2022-04-13T04:00:00+00:00,43.651,-92.4214,1244.75,87.8751449584961,287.1375427246094,285.27532958984375,94944.6875,32.5429573059082,16.366467807965975,29.680440022480774,1.0,0,EF1,CST-6,12-APR-22 22:08:00
1018960,2022-04-13T05:00:00+00:00,43.8998,-91.9822,760.375,204.81954956054688,286.5701599121094,284.8821105957031,95635.875,32.970947265625,18.272994653699808,24.661241040982716,0.0,0,EF0,CST-6,12-APR-22 22:40:00
1018961,2022-04-13T05:00:00+00:00,43.9088,-91.897,760.375,204.81954956054688,286.5701599121094,284.8821105957031,95635.875,32.970947265625,18.272994653699808,24.661241040982716,0.0,0,EF0,CST-6,12-APR-22 22:41:00
1001872,2022-03-06T04:00:00+00:00,42.871,-89.1947,101.78125,1.9634840488433838,285.9676513671875,283.5435791015625,96819.9375,22.40497398376465,17.358841573648693,22.311151866981426,1.0,0,EF1,CST-6,05-MAR-22 21:48:00
1060587,2022-11-05T00:00:00+00:00,33.8055,-94.9175,373.625,1.766809344291687,293.56689453125,292.665283203125,98958.5,55.55268096923828,13.790349339417372,16.007145934104066,4.0,1,EF4,CST-6,04-NOV-22 17:44:00
1019769,2022-05-30T22:00:00+00:00,46.3614,-94.8706,1078.6875,190.4452667236328,293.5224609375,290.402099609375,94477.0,28.956212997436523,12.315146294905416,26.844572791494066,1.0,0,EF1,CST-6,30-MAY-22 16:20:00
1020454,2022-06-11T23:00:00+00:00,39.8611,-96.5953,2765.5,261.78851318359375,298.79150390625,295.18701171875,95678.25,48.358829498291016,9.952342572105682,18.4293046488765,1.0,0,EF1,CST-6,11-JUN-22 17:02:00
1019386,2022-06-08T04:00:00+00:00,39.7999,-96.713,1593.875,81.09300994873047,294.16796875,291.033203125,96453.875,42.2470817565918,7.306331648827575,18.786749709357977,1.0,0,EF1,CST-6,07-JUN-22 22:02:00
1020450,2022-06-11T23:00:00+00:00,40.0011,-96.67,2765.5,261.78851318359375,298.79150390625,295.18701171875,95678.25,48.358829498291016,9.952342572105682,18.4293046488765,1.0,0,EF1,CST-6,11-JUN-22 16:43:00
1020455,2022-06-11T23:00:00+00:00,39.7259,-96.64,2625.125,106.11663055419922,298.85205078125,295.51318359375,95845.25,49.794376373291016,9.01192751152077,17.29756415808993,1.0,0,EF1,CST-6,11-JUN-22 17:26:00
1036967,2022-06-15T04:00:00+00:00,40.96,-96.3,1555.0,164.81251525878906,298.024169921875,294.1666259765625,96430.875,41.46043395996094,9.082381138018112,14.775164247853846,1.0,0,EF1,CST-6,14-JUN-22 22:27:00
1051606,2022-03-30T20:00:00+00:00,32.487,-91.028,446.40625,317.78143310546875,295.95703125,291.8820495605469,99186.375,41.29667663574219,25.703606041929127,29.639799249199704,1.0,0,EF1,CST-6,30-MAR-22 14:02:00
1034269,2022-03-30T21:00:00+00:00,32.7443,-90.403,114.78125,457.14776611328125,296.87109375,291.59320068359375,98806.4375,41.43767547607422,29.169727220349646,32.11946932730398,1.0,0,EF1,CST-6,30-MAR-22 14:58:00
1034271,2022-03-30T21:00:00+00:00,32.1673,-90.3886,246.0,301.38214111328125,296.8330078125,291.35687255859375,98765.4375,41.72966766357422,22.272156812774693,29.813684964470212,1.0,0,EF1,CST-6,30-MAR-22 15:26:00
1030841,2022-06-01T00:00:00+00:00,34.7719,-99.8204,1002.25,76.37506866455078,304.4365234375,291.867431640625,94896.8125,41.318912506103516,9.565788684471466,11.803517050915499,,0,EFU,CST-6,31-MAY-22 17:55:00
1035043,2022-06-06T19:00:00+00:00,41.85,-98.1,1066.5,9.609415054321289,294.897216796875,291.449462890625,93912.4375,29.261518478393555,0.3197525359750579,10.386536067290537,,0,EFU,CST-6,06-JUN-22 13:29:00
1030840,2022-06-01T00:00:00+00:00,34.6766,-99.9267,1002.25,76.37506866455078,304.4365234375,291.867431640625,94896.8125,41.318912506103516,9.565788684471466,11.803517050915499,0.0,0,EF0,CST-6,31-MAY-22 17:32:00
1031035,2022-06-01T04:00:00+00:00,34.531,-99.11,1059.875,65.06255340576172,296.58642578125,293.53173828125,96620.875,51.81583786010742,5.872633588373569,16.568773009236896,1.0,0,EF1,CST-6,31-MAY-22 21:31:00
1030824,2022-05-02T22:00:00+00:00,34.917,-98.199,3796.25,573.828125,300.794677734375,292.1962890625,95490.1875,34.229095458984375,9.017926095195035,17.02807703323231,0.0,0,EF0,CST-6,02-MAY-22 16:13:00
1030827,2022-05-02T23:00:00+00:00,36.001,-96.968,1513.25,264.125,296.107421875,292.0189514160156,96757.5625,39.12617492675781,14.172553058177591,24.60041280230249,1.0,0,EF1,CST-6,02-MAY-22 17:26:00
1030828,2022-05-03T01:00:00+00:00,35.2,-96.762,2422.75,564.34375,297.150634765625,290.26458740234375,96906.3125,41.46514129638672,15.976589764603876,19.648618471359068,1.0,0,EF1,CST-6,02-MAY-22 18:52:00
1033355,2022-05-02T23:00:00+00:00,36.364,-97.087,1480.375,195.73439025878906,295.2763671875,291.5599670410156,96636.5625,40.65937805175781,13.080651465790066,25.82023438174935,,0,EFU,CST-6,02-MAY-22 16:57:00
1063264,2022-10-13T02:00:00+00:00,31.9825,-82.8483,497.125,,294.46142578125,293.389892578125,100677.75,53.44004440307617,6.673583274543416,12.07964869397903,0.0,0,EF0,EST-5,12-OCT-22 20:55:00
1057369,2022-10-29T18:00:00+00:00,30.393,-86.5927,156.0,,295.21044921875,291.10791015625,101770.75,38.567264556884766,7.627706684482271,10.160179158292829,0.0,0,EF0,CST-6,29-OCT-22 11:35:00
1060889,2022-10-25T10:00:00+00:00,30.652,-92.8043,646.625,,294.4212341308594,293.00341796875,100411.4375,49.28938293457031,10.654709933460238,12.637172912462706,2.0,1,EF2,CST-6,25-OCT-22 03:39:00
1058632,2022-10-25T02:00:00+00:00,30.797,-97.6742,1554.0,1.9063440561294556,296.156494140625,295.8106994628906,97811.5625,45.532920837402344,8.015766292322477,14.659039464452135,1.0,0,EF1,CST-6,24-OCT-22 19:46:00
1060706,2022-10-13T20:00:00+00:00,27.59,-97.47,1792.5625,144.43011474609375,304.70458984375,295.863037109375,101043.5,39.52317428588867,3.199572437085929,8.156113280520467,,0,EFU,CST-6,13-OCT-22 14:23:00
1053435,2022-10-12T17:00:00+00:00,43.1017,-88.3812,95.9375,,285.577880859375,284.873291015625,97046.3125,26.163856506347656,10.699879338749367,20.017195377959908,0.0,0,EF0,CST-6,12-OCT-22 10:48:00
1053436,2022-10-12T17:00:00+00:00,43.0062,-88.0434,106.3125,18.984375,287.624755859375,286.224853515625,97308.3125,28.763465881347656,9.764702714821066,15.657631072838276,0.0,0,EF0,CST-6,12-OCT-22 11:17:00
1053437,2022-10-12T17:00:00+00:00,42.5956,-88.377,92.4375,,287.159912109375,286.034423828125,97123.3125,27.927528381347656,9.394259886585688,18.254615592839478,0.0,0,EF0,CST-6,12-OCT-22 11:17:00
1053439,2022-10-12T17:00:00+00:00,42.6596,-88.2872,92.4375,,287.159912109375,286.034423828125,97123.3125,27.927528381347656,9.394259886585688,18.254615592839478,0.0,0,EF0,CST-6,12-OCT-22 11:20:00
1053432,2022-10-12T16:00:00+00:00,43.1746,-88.8006,82.875,0.5313360095024109,286.778076171875,285.67822265625,97175.0625,27.371952056884766,9.726441650601421,16.31058843579039,0.0,0,EF0,CST-6,12-OCT-22 10:13:00
1053433,2022-10-12T16:00:00+00:00,43.0757,-88.8178,92.375,0.1250860095024109,287.545654296875,286.36865234375,97191.0625,28.145389556884766,9.06042744329448,15.299645375470195,0.0,0,EF0,CST-6,12-OCT-22 10:18:00
1053434,2022-10-12T17:00:00+00:00,42.9654,-88.5854,56.25,,285.128662109375,284.357666015625,97215.3125,25.609169006347656,10.096998728401024,20.610996025664807,0.0,0,EF0,CST-6,12-OCT-22 10:42:00
1014596,2022-04-13T00:00:00+00:00,32.5619,-91.9872,1350.5,5.0001091957092285,295.93701171875,293.9507141113281,100527.25,47.546783447265625,17.60795635051072,20.71830513628868,1.0,0,EF1,CST-6,12-APR-22 17:34:00
1054289,2022-10-26T04:00:00+00:00,30.7768,-85.7261,1025.5,39.0552864074707,295.04248046875,294.1080017089844,100709.25,44.69671630859375,11.404278653652293,13.814737961691618,0.0,0,EF0,CST-6,25-OCT-22 22:14:00
1004118,2022-01-16T05:00:00+00:00,29.7986,-84.6027,106.5,36.07813262939453,291.06610107421875,289.79791259765625,100575.9375,41.98923873901367,13.857764589425022,17.592002559540337,1.0,0,EF1,EST-5,16-JAN-22 00:22:00
995998,2022-01-16T12:00:00+00:00,26.8299,-82.2635,228.1875,0.2031286656856537,294.0028076171875,291.39990234375,100864.3125,41.38143539428711,12.834683239499244,16.734795853717635,1.0,0,EF1,EST-5,16-JAN-22 06:37:00
1004580,2022-01-01T22:00:00+00:00,34.9969,-87.1023,115.375,26.562557220458984,294.86798095703125,291.63201904296875,97661.8125,42.67243576049805,13.99331366257735,22.20952325953841,1.0,0,EF1,CST-6,01-JAN-22 16:11:00
995997,2022-01-16T13:00:00+00:00,26.4817,-81.986,201.15625,1.219098687171936,294.17193603515625,291.4114990234375,100964.875,42.954490661621094,12.77690193635717,16.110559962547967,2.0,1,EF2,EST-5,16-JAN-22 07:32:00
995979,2022-01-16T12:00:00+00:00,26.9185,-82.2206,298.4375,0.1718786656856537,293.7567138671875,291.37060546875,100789.3125,41.96151351928711,14.992409545264556,18.513535855925216,1.0,0,EF1,EST-5,16-JAN-22 07:15:00
996001,2022-01-16T14:00:00+00:00,26.62,-82.0,123.375,1.1801167726516724,293.52069091796875,291.6238708496094,100924.0625,43.53193664550781,10.19115844313404,17.54003279738635,0.0,0,EF0,EST-5,16-JAN-22 09:04:00
998041,2022-01-01T15:00:00+00:00,36.85,-87.4601,87.0625,1.156267762184143,290.53704833984375,289.13690185546875,98307.4375,40.98310470581055,15.846459738672744,34.60914101114065,2.0,1,EF2,CST-6,01-JAN-22 09:21:00
1000855,2022-01-09T23:00:00+00:00,31.894,-86.085,507.3125,7.359476089477539,291.9448547363281,290.9784851074219,100769.1875,40.63665008544922,14.680653895413933,18.18855957157312,0.0,0,EF0,CST-6,09-JAN-22 16:37:00
1055768,2022-10-30T00:00:00+00:00,30.537,-88.2623,395.96875,0.18793916702270508,295.1435546875,293.951171875,101441.5,48.98971176147461,9.768915515757655,12.136096220559962,1.0,0,EF1,CST-6,29-OCT-22 17:40:00
1055771,2022-10-29T22:00:00+00:00,30.3638,-87.7665,111.0625,49.91752624511719,295.83203125,293.8056640625,101400.375,48.40061950683594,9.46118221962861,12.937581578323721,1.0,0,EF1,CST-6,29-OCT-22 16:16:00
1055772,2022-10-30T00:00:00+00:00,30.2785,-87.7249,597.0625,2.219189167022705,295.65234375,294.154296875,101580.5,49.26607894897461,9.238007675950838,11.426556417512934,1.0,0,EF1,CST-6,29-OCT-22 17:50:00
1055775,2022-10-30T02:00:00+00:00,30.4426,-87.9109,506.28125,2.086195707321167,294.86181640625,293.6291809082031,101497.25,46.10452651977539,10.485520893917025,12.108266259894732,0.0,0,EF0,CST-6,29-OCT-22 19:51:00
1055785,2022-10-29T22:00:00+00:00,30.3159,-87.7587,309.9375,17.855024337768555,295.8740234375,294.0830078125,101566.375,48.55979919433594,7.969100859285628,12.999096343852143,0.0,0,EF0,CST-6,29-OCT-22 16:10:00
1055871,2022-10-30T02:00:00+00:00,30.6028,-87.894,509.375,0.3518206477165222,294.65576171875,293.6330871582031,101341.25,45.79886245727539,13.073937434484241,12.566547832633878,0.0,0,EF0,CST-6,29-OCT-22 20:19:00
1055978,2022-10-30T00:00:00+00:00,30.7087,-88.1346,308.28125,0.3285641670227051,295.1318359375,293.890625,101262.5,48.91744613647461,10.958669633521511,12.689892094383804,0.0,0,EF0,CST-6,29-OCT-22 17:57:00
1057366,2022-10-29T22:00:00+00:00,30.613,-88.0551,149.78125,0.7300248146057129,295.99609375,294.05078125,101204.375,48.38206481933594,10.512015247984973,14.566209123858858,0.0,0,EF0,CST-6,29-OCT-22 16:23:00
1057367,2022-10-30T02:00:00+00:00,30.6688,-87.8956,509.375,0.3518206477165222,294.65576171875,293.6330871582031,101341.25,45.79886245727539,13.073937434484241,12.566547832633878,1.0,0,EF1,CST-6,29-OCT-22 20:29:00
1057372,2022-10-29T22:00:00+00:00,30.516,-88.1968,185.09375,5.292524814605713,295.685546875,294.0927734375,101390.375,48.70921325683594,9.245540562563345,14.031084175128242,0.0,0,EF0,CST-6,29-OCT-22 16:03:00
1055769,2022-10-30T00:00:00+00:00,30.713,-88.1879,308.28125,0.3285641670227051,295.1318359375,293.890625,101262.5,48.91744613647461,10.958669633521511,12.689892094383804,0.0,0,EF0,CST-6,29-OCT-22 18:09:00
998040,2022-01-01T17:00:00+00:00,36.6975,-87.0981,130.75,9.382148742675781,293.4881591796875,290.9974365234375,98217.875,40.67314147949219,10.3547284573121,32.43270177919106,0.0,0,EF0,CST-6,01-JAN-22 11:16:00
1030829,2022-05-05T00:00:00+00:00,35.186,-96.736,3630.625,33.01279067993164,294.486083984375,292.45721435546875,97593.5625,47.075172424316406,12.361913265319753,15.853764010406081,2.0,1,EF2,CST-6,04-MAY-22 17:44:00
1001338,2022-01-09T23:00:00+00:00,31.5063,-86.9244,709.4375,45.390724182128906,292.5991516113281,291.5663757324219,101070.1875,40.10832977294922,11.531341587003311,16.45395582312841,0.0,0,EF0,CST-6,09-JAN-22 16:47:00
1001339,2022-01-09T23:00:00+00:00,31.5312,-86.7063,636.625,81.5000991821289,292.6645812988281,291.6718444824219,101097.1875,39.94133758544922,12.362881477485935,15.916971492614556,0.0,0,EF0,CST-6,09-JAN-22 17:20:00
1059255,2022-10-08T21:00:00+00:00,33.7,-117.213,62.0625,,303.670166015625,284.044921875,95188.625,24.739282608032227,0.29215772884491836,8.703783296643609,0.0,0,EF0,PST-8,08-OCT-22 13:25:00
1020460,2022-06-12T01:00:00+00:00,39.0981,-96.4743,3034.875,392.3125915527344,297.76025390625,294.6892395019531,96265.75,45.49702072143555,7.28555894714239,21.379305092215425,,0,EFU,CST-6,11-JUN-22 18:32:00
1021894,2022-06-12T00:00:00+00:00,39.1971,-96.5765,3280.5,99.95519256591797,297.359130859375,294.131103515625,96160.9375,49.41471481323242,5.530310276655393,19.053917218774853,2.0,1,EF2,CST-6,11-JUN-22 18:20:00
1014823,2022-04-13T03:00:00+00:00,32.6792,-93.8091,2851.75,31.28135108947754,293.2855224609375,290.85992431640625,99910.4375,45.70795822143555,14.994667944620044,14.33969506284467,1.0,0,EF1,CST-6,12-APR-22 20:54:00
1020459,2022-06-12T00:00:00+00:00,39.44,-96.558,2293.625,241.61143493652344,297.256591796875,294.001220703125,95921.9375,46.90885543823242,8.839145043672955,21.051066177773123,1.0,0,EF1,CST-6,11-JUN-22 18:04:00
1019767,2022-05-30T21:00:00+00:00,45.7591,-95.3759,1232.625,136.9358367919922,295.2080078125,290.5252380371094,94839.4375,32.68452835083008,11.372137297989763,18.7518434060778,2.0,1,EF2,CST-6,30-MAY-22 15:29:00
1015069,2022-04-13T22:00:00+00:00,32.0117,-92.4006,1436.0,42.54697799682617,295.61767578125,293.78924560546875,99690.3125,50.614295959472656,13.274558220306654,21.819230857022312,2.0,1,EF2,CST-6,13-APR-22 16:11:00
1015081,2022-04-13T22:00:00+00:00,32.048,-92.312,1436.0,42.54697799682617,295.61767578125,293.78924560546875,99690.3125,50.614295959472656,13.274558220306654,21.819230857022312,2.0,1,EF2,CST-6,13-APR-22 16:17:00
1033347,2022-05-31T23:00:00+00:00,34.7527,-100.0,1278.375,149.48439025878906,305.03564453125,292.0673828125,94791.3125,40.98458480834961,7.073912465834824,8.505968904553912,0.0,0,EF0,CST-6,31-MAY-22 17:01:00
1033693,2022-05-05T01:00:00+00:00,33.943,-99.707,677.0,426.3365478515625,302.654296875,290.5797119140625,95514.0,28.453248977661133,7.516136997383572,13.386968058702358,,0,EFU,CST-6,04-MAY-22 19:11:00
1061447,2022-10-24T16:00:00+00:00,35.144,-96.933,161.8125,1.828403115272522,292.523681640625,292.520751953125,97041.4375,43.59820556640625,7.847222282880586,17.737626854832488,0.0,0,EF0,CST-6,24-OCT-22 09:32:00
1033689,2022-05-05T00:00:00+00:00,33.8355,-100.0159,655.125,284.9971618652344,303.528076171875,290.15350341796875,95020.5625,28.361305236816406,5.877664505259563,12.564292435576913,,0,EFU,CST-6,04-MAY-22 18:15:00
1014835,2022-04-13T03:00:00+00:00,32.442,-93.68,2693.375,78.7032241821289,293.6839599609375,291.38726806640625,100084.4375,47.63471603393555,14.998796967890817,13.046766633281944,1.0,0,EF1,CST-6,12-APR-22 20:56:00
1014843,2022-04-13T03:00:00+00:00,32.2493,-93.2595,2197.875,194.92198181152344,293.9456787109375,292.41168212890625,100111.4375,45.49018478393555,17.047811448291945,11.281338202280097,1.0,0,EF1,CST-6,12-APR-22 21:23:00
1014836,2022-04-13T03:00:00+00:00,32.8992,-93.8991,2897.375,28.23447608947754,293.2532958984375,290.81890869140625,99754.4375,44.84272384643555,15.717124807291086,13.601878644608187,0.0,0,EF0,CST-6,12-APR-22 20:57:00
1061448,2022-10-24T14:00:00+00:00,35.391,-97.841,223.6875,,290.829833984375,289.8043212890625,95928.375,40.20481872558594,8.207378612547766,15.306176820052565,0.0,0,EF0,CST-6,24-OCT-22 08:27:00
1008691,2022-02-17T22:00:00+00:00,33.595,-87.541,143.6875,,294.0054626464844,290.941162109375,98870.0625,46.785179138183594,23.748506939830317,38.579084306765544,0.0,0,EF0,CST-6,17-FEB-22 16:14:00
1008694,2022-02-18T00:00:00+00:00,33.4284,-86.6744,133.71875,,295.0886535644531,290.90008544921875,98669.0625,46.435604095458984,22.828252635471124,32.892037574820606,1.0,0,EF1,CST-6,17-FEB-22 18:08:00
1008698,2022-02-18T00:00:00+00:00,33.468,-86.618,133.71875,,295.0886535644531,290.90008544921875,98669.0625,46.435604095458984,22.828252635471124,32.892037574820606,1.0,0,EF1,CST-6,17-FEB-22 18:12:00
1007143,2022-02-03T19:00:00+00:00,32.3565,-88.3857,1077.4375,1.0759048461914062,293.7425231933594,292.23431396484375,99938.75,44.6856803894043,19.720064605020944,21.797440508698006,2.0,1,EF2,CST-6,03-FEB-22 12:52:00
1007147,2022-02-03T20:00:00+00:00,32.6331,-87.9639,944.375,0.15645082294940948,292.89080810546875,291.8074035644531,100371.1875,45.1379280090332,20.433049181823765,21.940449872871508,0.0,0,EF0,CST-6,03-FEB-22 13:38:00
1007148,2022-02-03T20:00:00+00:00,32.71,-87.828,944.375,0.15645082294940948,292.89080810546875,291.8074035644531,100371.1875,45.1379280090332,20.433049181823765,21.940449872871508,2.0,1,EF2,CST-6,03-FEB-22 13:52:00
1007155,2022-02-03T21:00:00+00:00,32.9317,-87.4539,822.25,2.765686511993408,291.4653015136719,290.7607421875,99867.4375,44.78526306152344,20.933802049022418,22.484644206399462,2.0,1,EF2,CST-6,03-FEB-22 14:30:00
1007157,2022-02-03T21:00:00+00:00,32.97,-87.421,822.25,2.765686511993408,291.4653015136719,290.7607421875,99867.4375,44.78526306152344,20.933802049022418,22.484644206399462,2.0,1,EF2,CST-6,03-FEB-22 14:36:00
1008693,2022-02-17T23:00:00+00:00,33.645,-87.0,74.84375,,294.7904968261719,290.43231201171875,98616.125,46.735374450683594,22.98122594103103,36.42922252630127,1.0,0,EF1,CST-6,17-FEB-22 16:53:00
1007159,2022-02-03T21:00:00+00:00,33.004,-87.408,822.25,2.765686511993408,291.4653015136719,290.7607421875,99867.4375,44.78526306152344,20.933802049022418,22.484644206399462,0.0,0,EF0,CST-6,03-FEB-22 14:39:00
1007279,2022-02-03T23:00:00+00:00,32.6449,-86.3553,243.3125,0.425188273191452,291.93365478515625,290.9591064453125,99533.625,46.06834411621094,18.005778215833708,20.268153519190083,0.0,0,EF0,CST-6,03-FEB-22 17:02:00
1008701,2022-02-18T00:00:00+00:00,33.549,-86.517,81.5625,,294.8298645019531,290.65594482421875,98640.0625,45.609432220458984,22.556963799025596,32.7079118706721,0.0,0,EF0,CST-6,17-FEB-22 18:21:00
1008692,2022-02-17T22:00:00+00:00,33.605,-87.525,116.96875,,294.1080017089844,290.845458984375,98853.0625,45.488304138183594,23.18516704735276,39.764035525615604,1.0,0,EF1,CST-6,17-FEB-22 16:15:00
1001951,2022-02-22T12:00:00+00:00,36.5285,-89.0568,241.21875,11.781352043151855,290.92462158203125,289.7153625488281,99724.5,42.315635681152344,22.062837185048036,30.264345178889013,0.0,0,EF0,CST-6,22-FEB-22 06:28:00
1007280,2022-02-04T00:00:00+00:00,32.6722,-85.9251,484.375,0.2603815793991089,291.88018798828125,290.9315185546875,99363.6875,44.71415328979492,17.130344815076597,19.825122542658107,0.0,0,EF0,CST-6,03-FEB-22 17:33:00
1015184,2022-05-13T01:00:00+00:00,46.3581,-95.0453,1536.75,78.11028289794922,296.674072265625,289.955810546875,95563.875,38.098838806152344,13.904386712384717,20.02420285450773,1.0,0,EF1,CST-6,12-MAY-22 18:50:00
1019688,2022-05-12T23:00:00+00:00,45.0059,-96.1859,1727.125,239.31256103515625,301.37548828125,291.7642517089844,96270.5,35.69822311401367,12.608854044726431,17.257616566918397,1.0,0,EF1,CST-6,12-MAY-22 17:09:00
1019689,2022-05-12T23:00:00+00:00,45.1481,-96.1252,1853.375,241.09381103515625,301.05224609375,292.0904235839844,96429.5,36.14255905151367,12.80338280023817,19.048829700785316,1.0,0,EF1,CST-6,12-MAY-22 17:19:00
