XIIIIIII,YIIIIIII,ZIIIIIII,IXIIIIII,IYIIIIII,IZIIIIII,IIXIIIII,IIYIIIII,IIZIIIII,IIIXIIII,IIIYIIII,IIIZIIII,IIIIXIII,IIIIYIII,IIIIZIII,IIIIIXII,IIIIIYII,IIIIIZII,IIIIIIXI,IIIIIIYI,IIIIIIZI,IIIIIIIX,IIIIIIIY,IIIIIIIZ,cape,cin,dewpoint_2m,temp_2m,tcwv,surface_pressure,shear_0_1km,shear_0_3km,ef_binary,ef_class
0.9973661704858614,0.875952831031583,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,3780.875,5.843865871429443,295.2630615234375,295.906005859375,44.34425354003906,99751.0,21.1836999324834,24.27063840385852,1,2
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,36.5,8.431917190551758,292.09051513671875,292.5205078125,40.2363510131836,98394.5,14.007479996309527,26.13176182025452,0,1
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,1233.75,170.10955810546875,289.8634338378906,297.27880859375,24.73909950256348,95637.875,15.311193812866984,25.5575049797702,0,1
0.997348637597085,0.8759493271712131,1.0,0.9973740212654292,0.9968592640797453,0.9999989550679231,0.999110072973906,0.9979942798327954,0.9999990205680689,0.9991806258047262,0.9986748120302593,1.0,0.9988673512557824,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,0.9999990108803161,1.0,1.0,0.9999989775051148,1695.125,4.828165531158447,294.7825927734375,299.38720703125,53.26928329467773,98941.4375,15.567208219087664,26.41471631403149,1,3
0.9951979365736889,0.8765870297600458,0.7347308085978241,0.9981525874347597,0.9973711464974713,0.7344670846395474,0.9973682158063468,0.9990134135080808,0.7349892262487927,0.9987678583530055,0.9971146616543791,0.7342763975155577,0.9989288873504591,0.9981260059547878,0.7356178535606617,0.9978573054004443,0.9992455684271846,0.7350772442588394,0.9221631794737988,0.700533893736278,0.73462710187939,1.0,1.0,0.7346349693251568,492.875,0.2656843662261963,291.930908203125,294.715087890625,25.86479949951172,98786.875,19.726060182260955,30.269056060860137,1,3
0.9970544746855836,0.8762156205599325,0.5963838280450702,0.9976354657074609,0.9974108273052025,0.5961473354233178,0.9969402508993142,0.9996338441886081,0.5963222331049209,0.9984824122047087,0.9975469924814462,0.5955910973085778,0.9974347140494189,0.998241710107223,0.5972928786359404,0.9987977550039204,0.9998688771321866,0.5968016701461991,0.9225900690635314,0.7004184724698064,0.5962957467853798,1.0,1.0,0.5963732106339634,197.4375,0.3712990581989288,288.7138671875,289.487548828125,38.27755737304688,98857.984375,22.72077356116469,29.42863312511058,0,1
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,1931.375,106.72069549560548,297.293212890625,299.888427734375,46.44557571411133,100518.4375,15.248984139500257,16.28021653108268,0,0
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,2035.625,321.171875,292.475341796875,298.0966796875,36.017208099365234,93942.875,11.193049380664538,16.321685883488783,0,0
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,505.0,71.87226104736328,291.8236999511719,294.737548828125,40.79508972167969,100095.375,17.261837476397805,22.99242740093755,0,0
0.9973466894983289,0.875952831031583,1.0,0.9973740212654292,0.9968592640797453,0.9999989550679231,0.999110072973906,0.9979942798327954,0.9999990205680689,0.9991806258047262,0.9986748120302593,1.0,0.9988673512557824,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,0.9999990108803161,1.0,1.0,0.9999989775051148,456.3125,4.765791416168213,290.0770874023437,292.2801513671875,29.978633880615234,99437.8125,16.162261560920314,17.570142720129738,0,0
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,789.25,14.471390724182127,290.09039306640625,292.29840087890625,35.92708206176758,97549.3125,18.7545583121682,31.176025806416632,1,3
0.9973661704858614,0.8759510791013838,1.0,0.9973720988798078,0.9968592640797453,1.0,0.999110072973906,0.9979942798327954,1.0,0.9991806258047262,0.9986748120302593,1.0,0.998867351255754,0.998411134045341,1.0,0.9976297447898048,0.9979609443887938,1.0,0.9226476063560085,0.7006802816840434,1.0,1.0,1.0,1.0,28.1875,80.23441314697266,290.77178955078125,296.43701171875,30.30710220336914,96263.3125,14.151350028736704,28.00656780665249,0,0
